1,0.0408003742735,1626.99795198
2,0.0318232329463,3251.54667091
3,0.0305816707071,4874.75320983
4,0.027957708862,6497.46424699
5,0.0270802970028,8121.10848498
6,0.0260891982462,9745.50269699
7,0.0252333250557,11368.871628
8,0.0245752527695,12992.9596589
9,0.0250844659839,14616.473351
10,0.0237008576725,16239.2573059
11,0.0237738143826,17861.937382
12,0.022873660081,19485.992902
13,0.022720467485,21110.195354
14,0.0225752501575,22733.731791
15,0.0218252467369,24357.4259939
16,0.0214177871281,25981.1601889
