1,0.01412084259724807,6919.209091186523
2,0.012679050642268017,13931.900580406189
3,0.012065433180431892,20940.80271244049
4,0.0111545281630747,27956.443030834198
5,0.010698552218331894,34972.32669758797
6,0.010365600682927347,41996.48956441879
7,0.01027270429330643,49016.207892656326
8,0.010069748418521448,56017.693234443665
9,0.009840640380441888,63036.89635825157
10,0.010215179706789645,70036.05566930771
11,0.009321872719033722,77040.50536680222
12,0.009269087841262751,84057.42592549324
13,0.00964316555744573,91076.45542788506
